2 0.09885680493162968 0.09733893396142183
3 0.033923236362555724 0.043436441128215215
4 0.01452600869286344 0.017005316284577035
5 0.0077420793798870825 0.008583270738193817
6 0.00487323036186716 0.0035333162318771606
7 0.0032410862016089624 0.0014036608329387147
8 0.002498577344154454 6.390800482867745E-4
9 0.001987212531775879 2.644308668666799E-4
10 0.0018576746632048553 1.0472877429456838E-4
11 0.0016798533744547513 5.075250281183017E-5
12 0.002008531577556122 1.9136169787261657E-5
13 0.00248553810320644 8.200978166715911E-6
14 0.0029209340778036967 3.48596570656633E-6
15 0.004186804250317234 1.3241594407150536E-6
16 0.0058837185086683804 5.332676991093185E-7
17 0.007830173983400383 1.9988705311686834E-7
18 0.013443749641457515 1.0742787835312156E-7
19 0.021716083445595658 3.719156238936557E-8
20 0.03783057514243598 2.291734328802971E-8
21 0.07216612093697049 6.256773825679039E-9
22 0.13992174676819905 3.5345333794268238E-9
23 0.2985952707463332 9.88935722491657E-10
24 0.5587049555692332 4.461426964362684E-10
25 1.096871581257484 1.2919698028664806E-10
26 3.6113996562319723 4.545898697006357E-11
27 6.558529728556389 5.3673517193556556E-11
28 17.429238099886078 9.079318716394382E-12
29 36.15916189942024 2.926542867674794E-12
30 171.49928722376637 1.5399726409715709E-12
31 274.06758648370493 6.806913447404811E-13
32 643.2772393861283 2.36267561858123E-13
33 2119.930060359083 8.056902550713735E-14
34 6531.550502759412 3.524358107510971E-14
35 17158.701833761163 1.2182847490308159E-14
36 54735.051209724326 7.592694506735719E-15
37 159213.81326046019 2.2796968661221236E-15
38 606035.6379499015 9.233348922734645E-16
39 1807162.8939814495 3.5858680466885637E-16
40 7560970.252608285 1.2273160642325452E-16
41 2.224417945419794E7 6.587958713167651E-17
42 1.0002361463280298E8 2.4417978398938222E-17
43 4.1887952784344137E8 2.103149670219007E-17
44 1.1698666795899386E9 1.3047272580073677E-18
45 4.412871692001854E9 6.630437440588103E-19
46 1.9999357869796993E10 3.095277732864903E-18
47 7.150029677366469E10 1.119986945540098E-19
48 2.8093023822422253E11 2.1490348805332154E-20
49 1.1371145626162124E12 9.21734228816069E-20
50 4.528466626262992E12 7.313761471209525E-20
